date,state,district,pincode,demo_age_5_17,demo_age_17_
2025-11-18,Kerala,malappuram,679571,0.0,18.0
2025-11-18,Kerala,malappuram,679572,0.0,4.0
2025-11-18,Kerala,malappuram,679587,0.0,2.0
2025-11-18,Kerala,palakkad,678001,0.0,5.0
2025-11-18,Kerala,palakkad,678005,0.0,2.0
2025-11-18,Kerala,palakkad,678014,0.0,1.0
2025-11-18,Kerala,palakkad,678103,0.0,1.0
2025-11-18,Kerala,palakkad,678533,0.0,1.0
2025-11-18,Kerala,palakkad,678543,0.0,2.0
2025-11-18,Kerala,palakkad,678556,0.0,2.0
2025-11-18,Kerala,palakkad,678581,0.0,8.0
2025-11-18,Kerala,palakkad,678583,1.0,17.0
2025-11-18,Kerala,palakkad,678593,0.0,5.0
2025-11-18,Kerala,palakkad,678597,0.0,1.0
2025-11-18,Kerala,palakkad,678621,1.0,2.0
2025-11-18,Kerala,palakkad,678642,0.0,3.0
2025-11-18,Kerala,palakkad,678684,0.0,8.0
2025-11-18,Kerala,palakkad,679103,0.0,1.0
2025-11-18,Kerala,palakkad,679303,0.0,9.0
2025-11-18,Kerala,palakkad,679304,2.0,18.0
2025-11-18,Kerala,palakkad,679306,1.0,5.0
2025-11-18,Kerala,palakkad,679336,0.0,4.0
2025-11-18,Kerala,palakkad,679337,0.0,8.0
2025-11-18,Kerala,palakkad,679506,0.0,1.0
2025-11-18,Kerala,palakkad,679512,0.0,3.0
2025-11-18,Kerala,palakkad,679522,0.0,2.0
2025-11-18,Kerala,palakkad,679523,1.0,1.0
2025-11-18,Kerala,palakkad,679536,0.0,6.0
2025-11-18,Kerala,pathanamthitta,686511,0.0,1.0
2025-11-18,Kerala,pathanamthitta,689115,0.0,1.0
2025-11-18,Kerala,pathanamthitta,689513,0.0,2.0
2025-11-18,Kerala,pathanamthitta,689541,1.0,2.0
2025-11-18,Kerala,pathanamthitta,689548,0.0,2.0
2025-11-18,Kerala,pathanamthitta,689581,1.0,3.0
2025-11-18,Kerala,pathanamthitta,689615,0.0,1.0
2025-11-18,Kerala,pathanamthitta,689646,0.0,3.0
2025-11-18,Kerala,pathanamthitta,689648,0.0,5.0
2025-11-18,Kerala,pathanamthitta,689653,0.0,2.0
2025-11-18,Kerala,pathanamthitta,689654,0.0,2.0
2025-11-18,Kerala,pathanamthitta,689668,0.0,1.0
2025-11-18,Kerala,pathanamthitta,689678,1.0,2.0
2025-11-18,Kerala,pathanamthitta,689711,0.0,4.0
2025-11-18,Kerala,pathanamthitta,691525,1.0,4.0
2025-11-18,Kerala,pathanamthitta,691554,1.0,5.0
2025-11-18,Kerala,thiruvananthapuram,695002,0.0,4.0
2025-11-18,Kerala,thiruvananthapuram,695005,0.0,2.0
2025-11-18,Kerala,thiruvananthapuram,695009,0.0,6.0
2025-11-18,Kerala,thiruvananthapuram,695013,4.0,11.0
2025-11-18,Kerala,thiruvananthapuram,695023,0.0,4.0
2025-11-18,Kerala,thiruvananthapuram,695028,0.0,4.0
2025-11-18,Kerala,thiruvananthapuram,695104,0.0,4.0
2025-11-18,Kerala,thiruvananthapuram,695122,1.0,3.0
2025-11-18,Kerala,thiruvananthapuram,695143,0.0,4.0
2025-11-18,Kerala,thiruvananthapuram,695144,0.0,1.0
2025-11-18,Kerala,thiruvananthapuram,695145,0.0,8.0
2025-11-18,Kerala,thiruvananthapuram,695146,0.0,4.0
2025-11-18,Kerala,thiruvananthapuram,695301,0.0,6.0
2025-11-18,Kerala,thiruvananthapuram,695307,0.0,1.0
2025-11-18,Kerala,thiruvananthapuram,695310,0.0,2.0
2025-11-18,Kerala,thiruvananthapuram,695312,0.0,4.0
2025-11-18,Kerala,thiruvananthapuram,695503,0.0,2.0
2025-11-18,Kerala,thiruvananthapuram,695504,0.0,2.0
2025-11-18,Kerala,thiruvananthapuram,695526,0.0,8.0
2025-11-18,Kerala,thiruvananthapuram,695563,0.0,4.0
2025-11-18,Kerala,thiruvananthapuram,695589,0.0,1.0
2025-11-18,Kerala,thiruvananthapuram,695608,0.0,1.0
2025-11-18,Kerala,thiruvananthapuram,695614,0.0,4.0
2025-11-18,Kerala,thrissur,680010,0.0,1.0
2025-11-18,Kerala,thrissur,680504,0.0,1.0
2025-11-18,Kerala,thrissur,680507,0.0,7.0
2025-11-18,Kerala,thrissur,680555,1.0,1.0
2025-11-18,Kerala,thrissur,680566,0.0,2.0
2025-11-18,Kerala,thrissur,680584,0.0,10.0
2025-11-18,Kerala,thrissur,680586,0.0,6.0
2025-11-18,Kerala,thrissur,680601,0.0,2.0
2025-11-18,Kerala,thrissur,680613,1.0,1.0
2025-11-18,Kerala,thrissur,680616,0.0,5.0
2025-11-18,Kerala,thrissur,680617,0.0,1.0
2025-11-18,Kerala,thrissur,680641,0.0,1.0
2025-11-18,Kerala,thrissur,680656,0.0,1.0
2025-11-18,Kerala,thrissur,680665,0.0,1.0
2025-11-18,Kerala,thrissur,680671,0.0,2.0
2025-11-18,Kerala,thrissur,680685,0.0,1.0
2025-11-18,Kerala,thrissur,680711,0.0,1.0
2025-11-18,Kerala,thrissur,680731,0.0,1.0
2025-11-18,Kerala,wayanad,670644,0.0,7.0
2025-11-18,Kerala,wayanad,670645,1.0,26.0
2025-11-18,Kerala,wayanad,673575,0.0,14.0
2025-11-18,Kerala,wayanad,673596,0.0,1.0
2025-11-18,Ladakh,kargil,194109,0.0,3.0
2025-11-18,Ladakh,kargil,194302,3.0,1.0
2025-11-18,Madhya Pradesh,alirajpur,457885,0.0,2.0
2025-11-18,Madhya Pradesh,alirajpur,457888,2.0,21.0
2025-11-18,Madhya Pradesh,anuppur,484224,1.0,19.0
2025-11-18,Madhya Pradesh,anuppur,484440,1.0,2.0
2025-11-18,Madhya Pradesh,anuppur,484886,2.0,3.0
2025-11-18,Madhya Pradesh,balaghat,481051,1.0,7.0
2025-11-18,Madhya Pradesh,balaghat,481105,1.0,13.0
2025-11-18,Madhya Pradesh,balaghat,481111,0.0,4.0
2025-11-18,Madhya Pradesh,balaghat,481224,0.0,4.0
2025-11-18,Madhya Pradesh,balaghat,481331,1.0,12.0
2025-11-18,Madhya Pradesh,barwani,451449,0.0,15.0
2025-11-18,Madhya Pradesh,barwani,451660,1.0,6.0
2025-11-18,Madhya Pradesh,barwani,451666,7.0,67.0
2025-11-18,Madhya Pradesh,barwani,451770,2.0,15.0
2025-11-18,Madhya Pradesh,betul,460449,5.0,3.0
2025-11-18,Madhya Pradesh,betul,460553,2.0,1.0
2025-11-18,Madhya Pradesh,betul,460661,9.0,22.0
2025-11-18,Madhya Pradesh,betul,461441,0.0,1.0
2025-11-18,Madhya Pradesh,bhind,477332,1.0,6.0
2025-11-18,Madhya Pradesh,bhopal,462002,0.0,1.0
2025-11-18,Madhya Pradesh,bhopal,462016,2.0,20.0
2025-11-18,Madhya Pradesh,bhopal,462024,0.0,5.0
2025-11-18,Madhya Pradesh,bhopal,462036,0.0,8.0
2025-11-18,Madhya Pradesh,bhopal,462044,1.0,10.0
2025-11-18,Madhya Pradesh,bhopal,462047,2.0,9.0
2025-11-18,Madhya Pradesh,bhopal,462420,0.0,15.0
2025-11-18,Madhya Pradesh,bhopal,463111,0.0,5.0
2025-11-18,Madhya Pradesh,chhatarpur,471105,1.0,8.0
2025-11-18,Madhya Pradesh,chhatarpur,471111,2.0,14.0
2025-11-18,Madhya Pradesh,chhatarpur,471201,6.0,25.0
2025-11-18,Madhya Pradesh,chhatarpur,471405,1.0,42.0
2025-11-18,Madhya Pradesh,chhatarpur,471515,3.0,34.0
2025-11-18,Madhya Pradesh,chhatarpur,471625,1.0,4.0
2025-11-18,Madhya Pradesh,chhindwara,480105,1.0,3.0
2025-11-18,Madhya Pradesh,chhindwara,480107,2.0,9.0
2025-11-18,Madhya Pradesh,chhindwara,480109,1.0,5.0
2025-11-18,Madhya Pradesh,chhindwara,480110,2.0,9.0
2025-11-18,Madhya Pradesh,chhindwara,480112,1.0,0.0
2025-11-18,Madhya Pradesh,chhindwara,480221,1.0,20.0
2025-11-18,Madhya Pradesh,chhindwara,480331,2.0,8.0
2025-11-18,Madhya Pradesh,chhindwara,480338,0.0,2.0
2025-11-18,Madhya Pradesh,chhindwara,480441,2.0,25.0
2025-11-18,Madhya Pradesh,chhindwara,480447,1.0,7.0
2025-11-18,Madhya Pradesh,chhindwara,480559,2.0,12.0
2025-11-18,Madhya Pradesh,damoh,470664,1.0,9.0
2025-11-18,Madhya Pradesh,damoh,470673,1.0,17.0
2025-11-18,Madhya Pradesh,dewas,455001,10.0,56.0
2025-11-18,Madhya Pradesh,dewas,455115,1.0,2.0
2025-11-18,Madhya Pradesh,dewas,455118,2.0,20.0
2025-11-18,Madhya Pradesh,dewas,455336,0.0,7.0
2025-11-18,Madhya Pradesh,dewas,455339,0.0,3.0
2025-11-18,Madhya Pradesh,dewas,456664,0.0,1.0
2025-11-18,Madhya Pradesh,dhar,454441,1.0,13.0
2025-11-18,Madhya Pradesh,east nimar,450112,0.0,2.0
2025-11-18,Madhya Pradesh,east nimar,450661,1.0,6.0
2025-11-18,Madhya Pradesh,east nimar,450771,0.0,3.0
2025-11-18,Madhya Pradesh,east nimar,450991,1.0,1.0
2025-11-18,Madhya Pradesh,guna,473101,1.0,27.0
2025-11-18,Madhya Pradesh,guna,473110,0.0,8.0
2025-11-18,Madhya Pradesh,guna,473226,0.0,10.0
2025-11-18,Madhya Pradesh,guna,473287,3.0,23.0
2025-11-18,Madhya Pradesh,guna,473446,0.0,2.0
2025-11-18,Madhya Pradesh,gwalior,474012,1.0,27.0
2025-11-18,Madhya Pradesh,harda *,461251,0.0,2.0
2025-11-18,Madhya Pradesh,hoshangabad,461001,2.0,16.0
2025-11-18,Madhya Pradesh,indore,452001,9.0,76.0
2025-11-18,Madhya Pradesh,indore,452003,2.0,18.0
2025-11-18,Madhya Pradesh,indore,452010,9.0,71.0
2025-11-18,Madhya Pradesh,indore,452015,3.0,38.0
2025-11-18,Madhya Pradesh,indore,453111,1.0,10.0
2025-11-18,Madhya Pradesh,indore,453112,0.0,7.0
2025-11-18,Madhya Pradesh,jabalpur,482021,0.0,15.0
2025-11-18,Madhya Pradesh,jabalpur,482051,1.0,13.0
2025-11-18,Madhya Pradesh,jabalpur,483220,2.0,18.0
2025-11-18,Madhya Pradesh,jabalpur,483222,2.0,10.0
2025-11-18,Madhya Pradesh,jabalpur,483334,0.0,11.0
