date,state,district,pincode,age_0_5,age_5_17,age_18_greater
2025-12-31,Karnataka,chikmagalur,577101.0,2.0,0.0,0.0
2025-12-31,Karnataka,chitradurga,577519.0,1.0,0.0,0.0
2025-12-31,Karnataka,chitradurga,577522.0,11.0,4.0,0.0
2025-12-31,Karnataka,chitradurga,577527.0,3.0,0.0,1.0
2025-12-31,Karnataka,chitradurga,577532.0,2.0,0.0,0.0
2025-12-31,Karnataka,chitradurga,577536.0,6.0,2.0,0.0
2025-12-31,Karnataka,chitradurga,577540.0,4.0,1.0,0.0
2025-12-31,Karnataka,chitradurga,577543.0,2.0,0.0,0.0
2025-12-31,Karnataka,chitradurga,577597.0,1.0,0.0,1.0
2025-12-31,Karnataka,dakshina kannada,574142.0,1.0,1.0,0.0
2025-12-31,Karnataka,dakshina kannada,574150.0,1.0,0.0,0.0
2025-12-31,Karnataka,dakshina kannada,574199.0,3.0,0.0,0.0
2025-12-31,Karnataka,dakshina kannada,574214.0,2.0,0.0,0.0
2025-12-31,Karnataka,dakshina kannada,574228.0,1.0,0.0,0.0
2025-12-31,Karnataka,dakshina kannada,574241.0,2.0,3.0,0.0
2025-12-31,Karnataka,dakshina kannada,574259.0,1.0,0.0,0.0
2025-12-31,Karnataka,dakshina kannada,575008.0,1.0,0.0,0.0
2025-12-31,Karnataka,dakshina kannada,575014.0,2.0,0.0,0.0
2025-12-31,Karnataka,dakshina kannada,575022.0,3.0,0.0,0.0
2025-12-31,Karnataka,dakshina kannada,575028.0,1.0,0.0,0.0
2025-12-31,Karnataka,dakshina kannada,575030.0,9.0,0.0,0.0
2025-12-31,Karnataka,davanagere,577001.0,1.0,1.0,0.0
2025-12-31,Karnataka,davanagere,577002.0,2.0,0.0,0.0
2025-12-31,Karnataka,davanagere,577004.0,4.0,0.0,0.0
2025-12-31,Karnataka,davanagere,577006.0,0.0,1.0,0.0
2025-12-31,Karnataka,davangere,577001.0,6.0,0.0,0.0
2025-12-31,Karnataka,davangere,577003.0,1.0,0.0,0.0
2025-12-31,Karnataka,davangere,577213.0,8.0,1.0,0.0
2025-12-31,Karnataka,davangere,577224.0,0.0,3.0,1.0
2025-12-31,Karnataka,davangere,577528.0,9.0,4.0,0.0
2025-12-31,Karnataka,davangere,577553.0,1.0,1.0,0.0
2025-12-31,Karnataka,davangere,583137.0,1.0,0.0,0.0
2025-12-31,Karnataka,dharwad,580008.0,1.0,0.0,0.0
2025-12-31,Karnataka,dharwad,580026.0,1.0,0.0,0.0
2025-12-31,Karnataka,dharwad,580028.0,6.0,1.0,0.0
2025-12-31,Karnataka,dharwad,580030.0,2.0,2.0,0.0
2025-12-31,Karnataka,dharwad,580031.0,3.0,2.0,0.0
2025-12-31,Karnataka,dharwad,580118.0,1.0,0.0,0.0
2025-12-31,Karnataka,dharwad,581107.0,2.0,1.0,0.0
2025-12-31,Karnataka,dharwad,581201.0,2.0,0.0,0.0
2025-12-31,Karnataka,dharwad,581212.0,3.0,0.0,0.0
2025-12-31,Karnataka,gadag,582101.0,4.0,2.0,0.0
2025-12-31,Karnataka,gadag,582205.0,14.0,0.0,0.0
2025-12-31,Karnataka,gadag,582207.0,9.0,3.0,0.0
2025-12-31,Karnataka,gadag *,582101.0,1.0,0.0,0.0
2025-12-31,Karnataka,gulbarga,585104.0,13.0,2.0,0.0
2025-12-31,Karnataka,gulbarga,585228.0,5.0,2.0,0.0
2025-12-31,Karnataka,gulbarga,585313.0,3.0,0.0,0.0
2025-12-31,Karnataka,gulbarga,585318.0,2.0,1.0,0.0
2025-12-31,Karnataka,gulbarga,585320.0,1.0,4.0,0.0
2025-12-31,Karnataka,hasan,573125.0,1.0,0.0,0.0
2025-12-31,Karnataka,hasan,573126.0,0.0,2.0,0.0
2025-12-31,Karnataka,hasan,573135.0,1.0,1.0,0.0
2025-12-31,Karnataka,hasan,573212.0,1.0,0.0,0.0
2025-12-31,Karnataka,hassan,573102.0,3.0,0.0,0.0
2025-12-31,Karnataka,hassan,573118.0,1.0,0.0,0.0
2025-12-31,Karnataka,hassan,573122.0,1.0,0.0,0.0
2025-12-31,Karnataka,hassan,573127.0,2.0,0.0,0.0
2025-12-31,Karnataka,hassan,573134.0,0.0,3.0,0.0
2025-12-31,Karnataka,hassan,573136.0,2.0,0.0,0.0
2025-12-31,Karnataka,hassan,573202.0,2.0,0.0,0.0
2025-12-31,Karnataka,hassan,573225.0,0.0,1.0,0.0
2025-12-31,Karnataka,haveri,581101.0,1.0,0.0,0.0
2025-12-31,Karnataka,haveri,581102.0,2.0,0.0,0.0
2025-12-31,Karnataka,haveri,581104.0,10.0,1.0,0.0
2025-12-31,Karnataka,haveri,581106.0,5.0,0.0,0.0
2025-12-31,Karnataka,haveri,581108.0,1.0,1.0,0.0
2025-12-31,Karnataka,haveri,581110.0,5.0,0.0,0.0
2025-12-31,Karnataka,haveri,581119.0,2.0,1.0,0.0
2025-12-31,Karnataka,haveri,581208.0,4.0,0.0,0.0
2025-12-31,Karnataka,kalaburagi,585101.0,1.0,1.0,0.0
2025-12-31,Karnataka,kalaburagi,585105.0,2.0,0.0,0.0
2025-12-31,Karnataka,kalaburagi,585210.0,1.0,0.0,0.0
2025-12-31,Karnataka,kalaburagi,585217.0,1.0,1.0,0.0
2025-12-31,Karnataka,kalaburagi,585222.0,3.0,2.0,0.0
2025-12-31,Karnataka,kalaburagi,585236.0,0.0,2.0,0.0
2025-12-31,Karnataka,kalaburagi,585301.0,0.0,1.0,0.0
2025-12-31,Karnataka,kalaburagi,585305.0,1.0,0.0,0.0
2025-12-31,Karnataka,kalaburagi,585306.0,1.0,0.0,0.0
2025-12-31,Karnataka,kalaburagi,585311.0,3.0,0.0,0.0
2025-12-31,Karnataka,kodagu,571218.0,5.0,0.0,0.0
2025-12-31,Karnataka,kodagu,571253.0,2.0,0.0,0.0
2025-12-31,Karnataka,kolar,563121.0,1.0,0.0,0.0
2025-12-31,Karnataka,kolar,563129.0,4.0,0.0,0.0
2025-12-31,Karnataka,kolar,563131.0,12.0,2.0,0.0
2025-12-31,Karnataka,kolar,563132.0,4.0,0.0,0.0
2025-12-31,Karnataka,kolar,563135.0,2.0,0.0,0.0
2025-12-31,Karnataka,kolar,563161.0,1.0,0.0,0.0
2025-12-31,Karnataka,kolar,563162.0,2.0,0.0,0.0
2025-12-31,Karnataka,koppal,583226.0,1.0,2.0,0.0
2025-12-31,Karnataka,koppal,583229.0,9.0,1.0,0.0
2025-12-31,Karnataka,koppal,583234.0,3.0,1.0,0.0
2025-12-31,Karnataka,koppal,583236.0,4.0,2.0,0.0
2025-12-31,Karnataka,koppal,583277.0,10.0,6.0,0.0
2025-12-31,Karnataka,koppal,583279.0,2.0,2.0,0.0
2025-12-31,Karnataka,mandya,571401.0,3.0,2.0,0.0
2025-12-31,Karnataka,mandya,571405.0,2.0,0.0,0.0
2025-12-31,Karnataka,mandya,571428.0,3.0,0.0,0.0
2025-12-31,Karnataka,mandya,571434.0,3.0,0.0,0.0
2025-12-31,Karnataka,mandya,571435.0,2.0,0.0,0.0
2025-12-31,Karnataka,mandya,571607.0,0.0,1.0,0.0
2025-12-31,Karnataka,mysore,570007.0,2.0,0.0,0.0
2025-12-31,Karnataka,mysore,570010.0,2.0,1.0,0.0
2025-12-31,Karnataka,mysore,571107.0,0.0,2.0,0.0
2025-12-31,Karnataka,mysore,571124.0,9.0,1.0,0.0
2025-12-31,Karnataka,mysore,571617.0,2.0,1.0,0.0
2025-12-31,Karnataka,mysuru,570011.0,3.0,0.0,0.0
2025-12-31,Karnataka,mysuru,570028.0,1.0,0.0,0.0
2025-12-31,Karnataka,mysuru,571103.0,10.0,0.0,0.0
2025-12-31,Karnataka,mysuru,571114.0,1.0,0.0,0.0
2025-12-31,Karnataka,mysuru,571189.0,3.0,0.0,0.0
2025-12-31,Karnataka,raichur,584118.0,0.0,2.0,0.0
2025-12-31,Karnataka,raichur,584120.0,9.0,4.0,1.0
2025-12-31,Karnataka,raichur,584128.0,22.0,9.0,0.0
2025-12-31,Karnataka,raichur,584129.0,11.0,6.0,0.0
2025-12-31,Karnataka,raichur,584135.0,4.0,1.0,0.0
2025-12-31,Karnataka,ramanagar,560060.0,1.0,0.0,0.0
2025-12-31,Karnataka,ramanagar,562109.0,5.0,0.0,0.0
2025-12-31,Karnataka,ramanagar,562119.0,2.0,0.0,0.0
2025-12-31,Karnataka,shimoga,577401.0,3.0,0.0,0.0
2025-12-31,Karnataka,shimoga,577412.0,1.0,1.0,0.0
2025-12-31,Karnataka,shimoga,577428.0,1.0,0.0,0.0
2025-12-31,Karnataka,shivamogga,577201.0,1.0,1.0,0.0
2025-12-31,Karnataka,shivamogga,577216.0,1.0,0.0,0.0
2025-12-31,Karnataka,shivamogga,577411.0,1.0,0.0,0.0
2025-12-31,Karnataka,shivamogga,577412.0,1.0,1.0,0.0
2025-12-31,Karnataka,shivamogga,577423.0,2.0,0.0,0.0
2025-12-31,Karnataka,tumakuru,572102.0,3.0,0.0,0.0
2025-12-31,Karnataka,tumakuru,572104.0,2.0,0.0,0.0
2025-12-31,Karnataka,tumakuru,572119.0,0.0,1.0,0.0
2025-12-31,Karnataka,tumakuru,572121.0,1.0,0.0,0.0
2025-12-31,Karnataka,tumakuru,572132.0,4.0,1.0,0.0
2025-12-31,Karnataka,tumakuru,572219.0,1.0,0.0,0.0
2025-12-31,Karnataka,tumkur,572104.0,2.0,0.0,0.0
2025-12-31,Karnataka,tumkur,572112.0,1.0,0.0,0.0
2025-12-31,Karnataka,tumkur,572117.0,1.0,0.0,0.0
2025-12-31,Karnataka,tumkur,572124.0,1.0,1.0,0.0
2025-12-31,Karnataka,tumkur,572140.0,0.0,1.0,0.0
2025-12-31,Karnataka,tumkur,572221.0,1.0,0.0,0.0
2025-12-31,Karnataka,tumkur,572224.0,1.0,0.0,0.0
2025-12-31,Karnataka,udupi,574244.0,2.0,0.0,0.0
2025-12-31,Karnataka,udupi,576113.0,1.0,0.0,0.0
2025-12-31,Karnataka,udupi,576120.0,1.0,0.0,0.0
2025-12-31,Karnataka,udupi,576211.0,1.0,0.0,0.0
2025-12-31,Karnataka,udupi,576214.0,2.0,0.0,0.0
2025-12-31,Karnataka,udupi,576225.0,1.0,0.0,0.0
2025-12-31,Karnataka,uttara kannada,581318.0,2.0,1.0,0.0
2025-12-31,Karnataka,uttara kannada,581324.0,2.0,0.0,0.0
2025-12-31,Karnataka,uttara kannada,581332.0,1.0,0.0,0.0
2025-12-31,Karnataka,vijayanagara,583134.0,2.0,1.0,0.0
2025-12-31,Karnataka,vijayanagara,583137.0,2.0,0.0,0.0
2025-12-31,Karnataka,vijayanagara,583212.0,2.0,0.0,0.0
2025-12-31,Karnataka,vijayanagara,583213.0,2.0,1.0,0.0
2025-12-31,Karnataka,vijayanagara,583224.0,1.0,0.0,0.0
2025-12-31,Karnataka,vijayapura,586121.0,1.0,0.0,0.0
2025-12-31,Karnataka,vijayapura,586127.0,1.0,1.0,0.0
2025-12-31,Karnataka,vijayapura,586130.0,2.0,1.0,0.0
2025-12-31,Karnataka,vijayapura,586203.0,3.0,0.0,0.0
2025-12-31,Karnataka,vijayapura,586206.0,1.0,1.0,0.0
2025-12-31,Karnataka,vijayapura,586215.0,10.0,0.0,0.0
2025-12-31,Karnataka,vijayapura,586245.0,1.0,0.0,0.0
2025-12-31,Karnataka,yadgir,585202.0,12.0,9.0,2.0
2025-12-31,Karnataka,yadgir,585219.0,2.0,0.0,0.0
2025-12-31,Karnataka,yadgir,585223.0,3.0,6.0,0.0
2025-12-31,Karnataka,yadgir,585224.0,0.0,2.0,0.0
2025-12-31,Karnataka,yadgir,585237.0,4.0,0.0,0.0
2025-12-31,Karnataka,yadgir,585287.0,3.0,1.0,0.0
2025-12-31,Karnataka,yadgir,585291.0,1.0,1.0,0.0
2025-12-31,Karnataka,yadgir,585321.0,5.0,2.0,0.0
2025-12-31,Karnataka,yadgir,585323.0,0.0,1.0,0.0
2025-12-31,Kerala,alappuzha,688526.0,0.0,2.0,0.0
2025-12-31,Kerala,alappuzha,688561.0,1.0,2.0,0.0
2025-12-31,Kerala,alappuzha,688570.0,0.0,1.0,0.0
2025-12-31,Kerala,alappuzha,689520.0,0.0,1.0,0.0
2025-12-31,Kerala,alappuzha,690102.0,0.0,1.0,0.0
2025-12-31,Kerala,alappuzha,690105.0,0.0,1.0,0.0
2025-12-31,Kerala,alappuzha,690501.0,2.0,0.0,0.0
2025-12-31,Kerala,alappuzha,690502.0,0.0,2.0,0.0
2025-12-31,Kerala,alappuzha,690527.0,0.0,1.0,0.0
2025-12-31,Kerala,alappuzha,690533.0,1.0,2.0,0.0
2025-12-31,Kerala,alappuzha,690535.0,1.0,0.0,0.0
2025-12-31,Kerala,alappuzha,690572.0,1.0,4.0,0.0
2025-12-31,Kerala,ernakulam,682013.0,0.0,1.0,0.0
2025-12-31,Kerala,ernakulam,682017.0,0.0,2.0,0.0
2025-12-31,Kerala,ernakulam,682021.0,1.0,2.0,0.0
2025-12-31,Kerala,ernakulam,682033.0,0.0,1.0,0.0
2025-12-31,Kerala,ernakulam,682038.0,0.0,1.0,0.0
2025-12-31,Kerala,ernakulam,683108.0,0.0,2.0,0.0
2025-12-31,Kerala,ernakulam,683515.0,1.0,0.0,0.0
2025-12-31,Kerala,ernakulam,683544.0,1.0,0.0,0.0
2025-12-31,Kerala,ernakulam,683545.0,1.0,1.0,0.0
2025-12-31,Kerala,ernakulam,683562.0,1.0,1.0,0.0
2025-12-31,Kerala,ernakulam,683579.0,0.0,3.0,0.0
2025-12-31,Kerala,ernakulam,683589.0,0.0,1.0,0.0
2025-12-31,Kerala,ernakulam,686669.0,0.0,1.0,0.0
2025-12-31,Kerala,ernakulam,686681.0,1.0,1.0,0.0
2025-12-31,Kerala,ernakulam,686693.0,0.0,1.0,0.0
2025-12-31,Kerala,idukki,685512.0,0.0,1.0,0.0
2025-12-31,Kerala,idukki,685583.0,1.0,0.0,0.0
2025-12-31,Kerala,idukki,685585.0,1.0,1.0,0.0
2025-12-31,Kerala,idukki,685591.0,0.0,2.0,0.0
2025-12-31,Kerala,idukki,685595.0,0.0,1.0,0.0
2025-12-31,Kerala,kannur,670002.0,0.0,2.0,0.0
2025-12-31,Kerala,kannur,670003.0,0.0,1.0,0.0
2025-12-31,Kerala,kannur,670004.0,0.0,1.0,0.0
2025-12-31,Kerala,kannur,670010.0,2.0,0.0,0.0
2025-12-31,Kerala,kannur,670011.0,1.0,0.0,0.0
2025-12-31,Kerala,kannur,670103.0,0.0,2.0,0.0
2025-12-31,Kerala,kannur,670302.0,0.0,2.0,0.0
2025-12-31,Kerala,kannur,670305.0,0.0,2.0,0.0
2025-12-31,Kerala,kannur,670306.0,1.0,0.0,0.0
2025-12-31,Kerala,kannur,670308.0,0.0,2.0,0.0
2025-12-31,Kerala,kannur,670334.0,1.0,0.0,0.0
2025-12-31,Kerala,kannur,670604.0,0.0,4.0,0.0
2025-12-31,Kerala,kannur,670611.0,0.0,1.0,0.0
2025-12-31,Kerala,kannur,670612.0,1.0,0.0,0.0
2025-12-31,Kerala,kannur,670641.0,1.0,1.0,0.0
2025-12-31,Kerala,kannur,670643.0,4.0,3.0,0.0
2025-12-31,Kerala,kannur,670650.0,5.0,2.0,0.0
2025-12-31,Kerala,kannur,670661.0,1.0,0.0,0.0
2025-12-31,Kerala,kannur,670691.0,0.0,1.0,0.0
2025-12-31,Kerala,kannur,670703.0,0.0,4.0,0.0
2025-12-31,Kerala,kasaragod,671122.0,1.0,1.0,0.0
2025-12-31,Kerala,kasaragod,671310.0,3.0,0.0,0.0
2025-12-31,Kerala,kasaragod,671322.0,2.0,3.0,0.0
2025-12-31,Kerala,kasaragod,671323.0,5.0,6.0,0.0
2025-12-31,Kerala,kasaragod,671326.0,1.0,0.0,0.0
2025-12-31,Kerala,kasaragod,671531.0,3.0,3.0,0.0
2025-12-31,Kerala,kasaragod,671533.0,0.0,1.0,0.0
2025-12-31,Kerala,kasaragod,671542.0,3.0,2.0,0.0
2025-12-31,Kerala,kasaragod,671551.0,1.0,1.0,0.0
2025-12-31,Kerala,kasaragod,671552.0,0.0,4.0,0.0
2025-12-31,Kerala,kollam,689696.0,0.0,1.0,0.0
2025-12-31,Kerala,kollam,690523.0,0.0,4.0,0.0
2025-12-31,Kerala,kollam,690528.0,2.0,0.0,0.0
2025-12-31,Kerala,kollam,690540.0,0.0,1.0,0.0
2025-12-31,Kerala,kollam,690542.0,2.0,4.0,0.0
2025-12-31,Kerala,kollam,691004.0,0.0,2.0,0.0
2025-12-31,Kerala,kollam,691011.0,2.0,1.0,0.0
2025-12-31,Kerala,kollam,691014.0,0.0,1.0,0.0
2025-12-31,Kerala,kollam,691307.0,0.0,1.0,0.0
2025-12-31,Kerala,kollam,691510.0,1.0,0.0,0.0
2025-12-31,Kerala,kollam,691534.0,3.0,0.0,0.0
2025-12-31,Kerala,kollam,691537.0,0.0,2.0,0.0
2025-12-31,Kerala,kollam,691574.0,1.0,0.0,0.0
2025-12-31,Kerala,kollam,691601.0,2.0,1.0,0.0
2025-12-31,Kerala,kottayam,686004.0,0.0,1.0,0.0
2025-12-31,Kerala,kottayam,686008.0,0.0,1.0,0.0
2025-12-31,Kerala,kottayam,686012.0,1.0,0.0,0.0
2025-12-31,Kerala,kottayam,686101.0,0.0,2.0,0.0
2025-12-31,Kerala,kottayam,686102.0,0.0,5.0,0.0
2025-12-31,Kerala,kottayam,686106.0,0.0,1.0,0.0
2025-12-31,Kerala,kottayam,686141.0,0.0,1.0,0.0
2025-12-31,Kerala,kottayam,686501.0,1.0,0.0,0.0
2025-12-31,Kerala,kottayam,686507.0,0.0,2.0,0.0
2025-12-31,Kerala,kottayam,686519.0,1.0,0.0,0.0
2025-12-31,Kerala,kottayam,686538.0,0.0,3.0,0.0
2025-12-31,Kerala,kottayam,686539.0,2.0,0.0,0.0
2025-12-31,Kerala,kottayam,686544.0,1.0,0.0,0.0
2025-12-31,Kerala,kottayam,686548.0,0.0,2.0,0.0
2025-12-31,Kerala,kottayam,686561.0,1.0,0.0,0.0
2025-12-31,Kerala,kottayam,686611.0,1.0,0.0,0.0
2025-12-31,Kerala,kozhikode,673010.0,1.0,1.0,0.0
2025-12-31,Kerala,kozhikode,673012.0,2.0,0.0,0.0
2025-12-31,Kerala,kozhikode,673102.0,0.0,1.0,0.0
2025-12-31,Kerala,kozhikode,673104.0,2.0,3.0,0.0
2025-12-31,Kerala,kozhikode,673303.0,3.0,0.0,0.0
2025-12-31,Kerala,kozhikode,673309.0,0.0,1.0,0.0
2025-12-31,Kerala,kozhikode,673317.0,1.0,0.0,0.0
2025-12-31,Kerala,kozhikode,673502.0,0.0,1.0,0.0
2025-12-31,Kerala,kozhikode,673503.0,0.0,1.0,0.0
2025-12-31,Kerala,kozhikode,673505.0,0.0,1.0,0.0
2025-12-31,Kerala,kozhikode,673517.0,1.0,2.0,0.0
2025-12-31,Kerala,kozhikode,673522.0,0.0,1.0,0.0
2025-12-31,Kerala,kozhikode,673582.0,1.0,2.0,0.0
2025-12-31,Kerala,kozhikode,673613.0,0.0,3.0,0.0
2025-12-31,Kerala,malappuram,676103.0,6.0,4.0,0.0
2025-12-31,Kerala,malappuram,676122.0,4.0,3.0,0.0
2025-12-31,Kerala,malappuram,676123.0,12.0,10.0,0.0
2025-12-31,Kerala,malappuram,676304.0,4.0,6.0,0.0
2025-12-31,Kerala,malappuram,676501.0,3.0,2.0,0.0
2025-12-31,Kerala,malappuram,676503.0,6.0,6.0,0.0
2025-12-31,Kerala,malappuram,676505.0,0.0,1.0,0.0
2025-12-31,Kerala,malappuram,676523.0,2.0,1.0,0.0
2025-12-31,Kerala,malappuram,676528.0,4.0,5.0,0.0
2025-12-31,Kerala,malappuram,676541.0,2.0,1.0,0.0
2025-12-31,Kerala,malappuram,676552.0,3.0,13.0,0.0
2025-12-31,Kerala,malappuram,679323.0,1.0,2.0,0.0
2025-12-31,Kerala,malappuram,679324.0,3.0,1.0,0.0
2025-12-31,Kerala,malappuram,679330.0,2.0,1.0,0.0
2025-12-31,Kerala,malappuram,679575.0,0.0,2.0,0.0
2025-12-31,Kerala,malappuram,679579.0,2.0,2.0,0.0
2025-12-31,Kerala,malappuram,679581.0,0.0,2.0,0.0
2025-12-31,Kerala,malappuram,679582.0,1.0,2.0,0.0
2025-12-31,Kerala,malappuram,679583.0,0.0,1.0,0.0
2025-12-31,Kerala,malappuram,679586.0,0.0,3.0,0.0
2025-12-31,Kerala,malappuram,679587.0,0.0,2.0,0.0
2025-12-31,Kerala,palakkad,678001.0,4.0,3.0,0.0
2025-12-31,Kerala,palakkad,678002.0,0.0,1.0,0.0
2025-12-31,Kerala,palakkad,678004.0,3.0,1.0,0.0
2025-12-31,Kerala,palakkad,678543.0,3.0,3.0,0.0
2025-12-31,Kerala,palakkad,678544.0,1.0,0.0,0.0
2025-12-31,Kerala,palakkad,678581.0,0.0,1.0,0.0
2025-12-31,Kerala,palakkad,678583.0,6.0,10.0,0.0
2025-12-31,Kerala,palakkad,678613.0,1.0,0.0,0.0
2025-12-31,Kerala,palakkad,678701.0,1.0,0.0,0.0
2025-12-31,Kerala,palakkad,679307.0,0.0,3.0,0.0
2025-12-31,Kerala,palakkad,679308.0,1.0,0.0,0.0
2025-12-31,Kerala,palakkad,679309.0,1.0,0.0,0.0
2025-12-31,Kerala,palakkad,679511.0,2.0,1.0,0.0
2025-12-31,Kerala,palakkad,679513.0,3.0,2.0,0.0
2025-12-31,Kerala,pathanamthitta,689514.0,1.0,0.0,0.0
2025-12-31,Kerala,pathanamthitta,689549.0,2.0,0.0,0.0
2025-12-31,Kerala,pathanamthitta,689597.0,0.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695003.0,0.0,2.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695005.0,1.0,3.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695006.0,1.0,1.0,1.0
2025-12-31,Kerala,thiruvananthapuram,695010.0,0.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695017.0,3.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695020.0,5.0,2.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695021.0,2.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695028.0,1.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695029.0,0.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695143.0,1.0,0.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695145.0,2.0,0.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695301.0,0.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695304.0,1.0,2.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695305.0,1.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695502.0,1.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695568.0,1.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695571.0,1.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695605.0,3.0,1.0,0.0
2025-12-31,Kerala,thiruvananthapuram,695615.0,3.0,1.0,0.0
2025-12-31,Kerala,thrissur,679561.0,1.0,0.0,0.0
2025-12-31,Kerala,thrissur,679564.0,1.0,1.0,0.0
2025-12-31,Kerala,thrissur,680007.0,1.0,1.0,0.0
2025-12-31,Kerala,thrissur,680008.0,1.0,2.0,0.0
2025-12-31,Kerala,thrissur,680125.0,1.0,1.0,0.0
2025-12-31,Kerala,thrissur,680303.0,0.0,1.0,0.0
2025-12-31,Kerala,thrissur,680305.0,1.0,1.0,0.0
2025-12-31,Kerala,thrissur,680307.0,0.0,1.0,0.0
2025-12-31,Kerala,thrissur,680308.0,3.0,0.0,0.0
2025-12-31,Kerala,thrissur,680506.0,1.0,2.0,0.0
2025-12-31,Kerala,thrissur,680524.0,0.0,2.0,0.0
2025-12-31,Kerala,thrissur,680542.0,0.0,1.0,0.0
2025-12-31,Kerala,thrissur,680581.0,0.0,1.0,0.0
2025-12-31,Kerala,thrissur,680589.0,1.0,1.0,0.0
2025-12-31,Kerala,thrissur,680604.0,1.0,1.0,0.0
2025-12-31,Kerala,thrissur,680612.0,1.0,1.0,0.0
2025-12-31,Kerala,thrissur,680614.0,1.0,1.0,0.0
2025-12-31,Kerala,thrissur,680616.0,0.0,1.0,0.0
2025-12-31,Kerala,thrissur,680654.0,2.0,0.0,0.0
2025-12-31,Kerala,thrissur,680663.0,0.0,5.0,0.0
2025-12-31,Kerala,thrissur,680691.0,0.0,1.0,0.0
2025-12-31,Kerala,thrissur,680702.0,2.0,1.0,0.0
2025-12-31,Kerala,thrissur,680721.0,0.0,2.0,0.0
2025-12-31,Kerala,wayanad,670731.0,2.0,0.0,0.0
2025-12-31,Kerala,wayanad,673575.0,2.0,0.0,0.0
2025-12-31,Kerala,wayanad,673591.0,1.0,0.0,0.0
2025-12-31,Kerala,wayanad,673592.0,3.0,4.0,0.0
2025-12-31,Kerala,wayanad,673593.0,0.0,1.0,0.0
2025-12-31,Ladakh,leh,194101.0,1.0,0.0,0.0
2025-12-31,Lakshadweep,lakshadweep,682559.0,1.0,0.0,0.0
2025-12-31,Madhya Pradesh,agar malwa,465447.0,15.0,7.0,0.0
2025-12-31,Madhya Pradesh,agar malwa,465550.0,6.0,8.0,0.0
2025-12-31,Madhya Pradesh,alirajpur,457882.0,7.0,30.0,0.0
2025-12-31,Madhya Pradesh,anuppur,484330.0,3.0,2.0,0.0
2025-12-31,Madhya Pradesh,anuppur,484334.0,12.0,2.0,0.0
2025-12-31,Madhya Pradesh,ashok nagar,473885.0,0.0,1.0,0.0
2025-12-31,Madhya Pradesh,balaghat,481105.0,17.0,9.0,0.0
